indicator,Área geográfica,País__ESTANDAR,Años__ESTANDAR,Pobreza extrema y pobreza,Sexo__ESTANDAR,Clima educacional del hogar,value,unit,notes_ids,source_id
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Mujeres,Secundaria completa,7.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Hombres,Secundaria incompleta,21.4,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Hombres,Primaria incompleta,38.9,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Mujeres,Secundaria incompleta,21.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Hombres,Terciaria completa,0.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),1.1,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Hombres,Primaria completa,33.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),2.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Hombres,Secundaria completa,10.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Mujeres,Primaria completa,24.2,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Mujeres,Primaria incompleta,40.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Mujeres,Secundaria incompleta,24.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Hombres,Primaria incompleta,40.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Hombres,Secundaria completa,11.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Hombres,Terciaria completa,0.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),1.8,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),3.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Mujeres,Secundaria completa,11.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Mujeres,Primaria completa,31.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Hombres,Secundaria incompleta,22.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2016,Pobreza,Hombres,Primaria completa,26.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Hombres,Secundaria completa,10.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Mujeres,Terciaria completa,3.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),5.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Hombres,Secundaria incompleta,15.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Mujeres,Primaria completa,24.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Hombres,Primaria incompleta,35.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Mujeres,Primaria incompleta,35.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),2.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Mujeres,Secundaria completa,17.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Mujeres,Secundaria incompleta,21.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Hombres,Primaria completa,28.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2017,Pobreza,Hombres,Terciaria completa,0.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Mujeres,Secundaria incompleta,22.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Mujeres,Secundaria completa,11.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Hombres,Terciaria completa,1.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Hombres,Secundaria completa,10.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Hombres,Primaria incompleta,36.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Hombres,Primaria completa,25.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),2.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Mujeres,Terciaria completa,0.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Mujeres,Primaria incompleta,29.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Hombres,Secundaria incompleta,12.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),0.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2018,Pobreza,Mujeres,Primaria completa,20.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Mujeres,Primaria completa,24.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Mujeres,Primaria incompleta,33.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Mujeres,Secundaria incompleta,24.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),3.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Mujeres,Terciaria completa,1.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),2.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Hombres,Primaria completa,23.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Mujeres,Secundaria completa,10.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Hombres,Primaria incompleta,36.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Hombres,Secundaria completa,8.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Hombres,Secundaria incompleta,14.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2019,Pobreza,Hombres,Terciaria completa,1.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Hombres,Secundaria completa,12.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Mujeres,Terciaria completa,5.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Hombres,Terciaria completa,2.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Mujeres,Secundaria completa,17.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Mujeres,Primaria completa,24.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),3.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Mujeres,Primaria incompleta,39.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Hombres,Primaria completa,26.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),3.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Mujeres,Secundaria incompleta,30.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Hombres,Secundaria incompleta,21.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2020,Pobreza,Hombres,Primaria incompleta,35.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2021,Pobreza,Mujeres,Primaria incompleta,33.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2021,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),4.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2021,Pobreza,Mujeres,Primaria completa,24.8,Porcentaje,,26
